,category,titles,pageids
1477,World Localities>Europe>Mediterranean Europe>Italy>Calabria,"['Calabria', 'Calabria (song)', 'Reggio Calabria', 'Province of Reggio Calabria', 'Viola Reggio Calabria', 'Politics of Calabria', 'Reggio di Calabria Centrale railway station', 'Reggio Calabria Airport', 'County of Apulia and Calabria', 'Princess Anne, Duchess of Calabria', 'Mediterranea University of Reggio Calabria', 'Fulco Ruffo di Calabria', 'Timeline of Reggio Calabria', 'Ferdinand, Duke of Calabria', 'Duke of Calabria', 'Languages of Calabria', 'Infanta Alicia, Duchess of Calabria', 'Giovanni Calabria', 'Mark A. Calabria', 'Italian cruiser Calabria', 'Cirò, Calabria', 'History of the Jews in Calabria', 'Cassa di Risparmio di Calabria e Lucania', '31st Infantry Division Calabria', 'Roman Catholic Archdiocese of Reggio Calabria-Bova', 'Infante Carlos, Duke of Calabria', 'University of Calabria', 'Charles, Duke of Calabria', 'Berthold of Calabria', 'Scilla, Calabria', 'Destination Calabria', 'Jonica railway', 'Battle of Calabria', 'Eccellenza Calabria', 'Davide Calabria', 'Infante Philip, Duke of Calabria', 'Music of Calabria', 'Diamante, Calabria', 'Stilo', 'Charles Martel, Duke of Calabria', 'Urbs Sportiva Reggina 1914', 'Bova, Calabria', 'SS Calabria (1922)', 'Rustica di Calabria', 'Carlo, Duke of Calabria', 'Pizzo, Calabria', '1907 Calabria earthquake', 'Paola, Calabria', 'Grimaldi, Calabria', 'Filadelfia, Calabria']","['50451565', '22504600', '656035', '4566116', '6787678', '44772', '14709560', '26241034', '50053749', '5735007', '33976968', '6003131', '25241483', '46854946', '9995137', '6292531', '8388557', '15513858', '14646781', '12762190', '39991774', '6293231', '21279863', '18400899', '6134674', '8388220', '43809419', '44131567', '2077192', '24412969', '4868915', '4497082', '6293452', '3912376', '17140503', '12647126', '1417971', '44942', '5758352', '30421645', '9025540', '43063220', '39823526', '5464878', '5703281', '52783211', '1810404', '850374', '12700045', '6826697']"
1478,World Localities>Europe>Mediterranean Europe>Italy>Campania,"['Campania', 'RMS Campania', 'Palma Campania', 'Politics of Campania', 'Giugliano in Campania', 'Fairey Campania', 'Conza della Campania', 'HMS Campania (1914)', 'Campania, Tasmania', 'History of U.S. Puteolana', 'Campania-class cruiser', 'Music of Campania', 'Campania Island', 'Italian cruiser Campania', 'Pagani, Campania', 'Università degli Studi della Campania Luigi Vanvitelli', 'Roman Catholic Ecclesiastical Region of Campania', 'HMS Campania (D48)', 'Valva, Campania', 'Montoro, Campania', 'Candida, Campania', 'Tramonti, Campania', 'Alife, Campania', 'Scala, Campania', 'Minori, Campania', 'Ponte, Campania', 'Acerra', 'List of beaches in Italy', 'Vincenzo De Luca', 'Campania regional election, 2010', 'Ferrovia Alifana', 'Pol. Bisaccese', 'U.S.D. Cavese 1919', 'Laticauda sheep', 'A.S.D. S.S. Nola 1925', 'U.S. Angri Calcio 1927 A.S.D.', 'Antonio Bassolino', 'A.S.D. Progreditur Marcianise', 'Italian regional elections, 2010', 'Santa Barbara (Ceraso)', 'Naples–Salerno high-speed railway', 'Savignano Irpino', 'Alburni', 'San Gennaro Vesuviano', 'Genovese sauce', 'Gesualdo, Campania', 'Poggiomarino', 'Banca di Credito Popolare di Torre del Greco', 'Union of Democrats for Europe', 'Marano di Napoli']","['3085312', '35330170', '1693945', '34414527', '4844271', '7259293', '50098041', '44943', '31118800', '44328167', '17251850', '27756127', '5946811', '5947634', '10369211', '19917251', '40055348', '2512620', '5543600', '8740696', '9908720', '12655869', '44308535', '25513586', '41732368', '41519582', '6125908', '49363142', '4473961', '21621065', '5061975', '6771135', '6771170', '14744429', '18523577', '1594039', '9710753', '50685107', '5919625', '8940841', '2483533', '6126238', '6126217', '36400968', '5998441', '28192833', '54036167', '6126234', '47731935', '6771015']"
1479,World Localities>Europe>Mediterranean Europe>Italy>Campania>Naples,"['Naples', 'Kingdom of Naples', 'Naples, Florida', 'List of monarchs of Naples', 'Frederick of Naples', 'Royal Palace of Naples', 'Ladislaus of Naples', 'Naples Metro', 'History of Naples', 'Naples Daily News', 'Naples Cathedral', 'Timeline of Naples', 'Joanna of Naples (1478–1518)', 'Gulf of Naples', 'Joanna I of Naples', 'Naples International Airport', 'Province of Naples', 'Roman Catholic Archdiocese of Naples', 'Naples, New York', 'Ferdinand I of Naples', 'Charles II of Naples', 'Ferdinand II of Naples', 'Naples, Maine', 'Naples waste management issue', 'Naples Municipal Airport', 'Agrippinus of Naples', 'Line 2 (Naples)', 'Four days of Naples', 'Allied Joint Force Command Naples', 'List of consorts of Naples', 'Naples Zoo', 'Duchy of Naples', 'Cabal of Naples', 'Alfonso II of Naples', 'Naples, Long Beach', 'History of the Jews in Naples', 'Parthenope University of Naples', 'Army of Naples', 'Joanna II of Naples', 'Naples Mound 8', 'Trams in Naples', 'Naples, Utah', 'Duke of Naples', 'Metropolitan City of Naples', 'English Cemetery, Naples', 'Flag of Naples', 'Sergius I of Naples', 'Rome–Formia–Naples railway', 'Naples, Texas', 'The Ape of Naples']","['9233896', '1520970', '3231963', '21952731', '38041531', '161745', '3761566', '4882023', '20181523', '156956', '156954', '14165211', '17655622', '1521277', '1104490', '2996149', '16313327', '954798', '204804', '9518069', '258779', '541959', '20000573', '22944854', '14729397', '45499719', '55880', '109132', '3202674', '115943', '259947', '136411', '137137', '6840172', '16966326', '3565811', '4206493', '9057099', '287494', '26034767', '21470689', '4932507', '1418107', '7932085', '21937269', '7002146', '6038036', '36687637', '31046268', '6885502']"
1480,World Localities>Europe>Mediterranean Europe>Italy>Campania>Salerno & Amalfi Coast,"['Amalfi Coast', ""Salerno Costa d'Amalfi Airport"", 'Amalfi', 'Duchy of Amalfi', 'Province of Salerno', 'Salerno', 'Cilentan Coast', 'Maiori', ""Roman Catholic Archdiocese of Amalfi-Cava de' Tirreni"", 'Tramonti, Campania', 'Praiano', 'Atrani', 'Villa Rufolo', 'Minori, Campania', 'Scala, Campania', 'Erchie (Maiori)', 'Amalfi Cathedral', 'San Giovanni Battista, Praiano', 'Positano', 'Ravello', ""Cava de' Tirreni"", 'Villa Romana, Minori', 'Vietri sul Mare', 'Pontecagnano Faiano', 'Salerno harbor station', 'Monti Lattari', 'Duchy of Benevento', 'Sirenuse', 'Music of Campania', 'Trofimena', 'Roman Catholic Diocese of Ravello and Scala', 'Castellabate', 'Albanella', 'Accademia Jacopo Napoli', 'Diocesan Museum of Amalfi', 'Altavilla Silentina', 'Villa Cimbrone', 'Sorrento', 'Gulf of Naples', ""Massimo D'Amico"", 'Maritime republics', 'Norman conquest of southern Italy', 'Belmond Hotel Caruso', 'Tourism in Italy', 'Jordan II of Capua', 'Thalassocracy', 'Giuseppe Di Bianco', 'Italy in the Middle Ages', 'Danube Express', 'Edward Goodall']","['43810262', '6125687', '1981931', '46683', '23117664', '924070', '6125706', '22235510', '6125780', '936327', '23716943', '30644088', '45164386', '3761564', '1273903', '34907792', '44597323', '1104490', '1161280', '4268600', '2137688', '7214237', '31349074', '6125908', '16823165', '4473961', '11065190', '6126008', '342921', '6126013', '1418110', '1020888', '7180339', '50527265', '62415', '19275517', '52255516', '31433795', '6126238', '12542657', '172580', '246701', '159620', '6126217', '17755022', '6126195', '18177372', '31808135', '31632591', '38878741']"
1481,World Localities>Europe>Mediterranean Europe>Italy>Emilia-Romagna,"['Emilia-Romagna', 'Politics of Emilia-Romagna', 'Legislative Assembly of Emilia-Romagna', 'Democratic Party of Emilia-Romagna', 'Music of Emilia-Romagna', 'Emilia-Romagna regional election, 2010', 'Argenta, Emilia–Romagna', 'Emilia-Romagna regional election, 1995', 'Correggio, Emilia-Romagna', 'President of Emilia-Romagna', 'Ferrovie Emilia Romagna', 'Santarcangelo di Romagna', 'Emilia-Romagna luthiers', 'Emilia-Romagna regional election, 2014', 'Province of Reggio Emilia', 'Lega Nord Emilia', 'Lega Nord Romagna', 'Lugo, Emilia-Romagna', 'Romagna', 'Carpi, Emilia-Romagna', 'Timeline of Reggio Emilia', 'Bardi, Emilia-Romagna', 'BPER Banca', ""Derby dell'Emilia"", 'Stefano Bonaccini', '2012 Northern Italy earthquakes', 'Reggio Emilia Cathedral', 'Montecchio Emilia', 'Roman Catholic Diocese of Reggio Emilia-Guastalla', 'Reggio Emilia', 'Reggio Emilia railway station', 'Pallacanestro Reggiana', 'Vasco Errani', 'Bagno di Romagna', 'University of Modena and Reggio Emilia', 'Cassa dei Risparmi di Forlì e della Romagna', 'A.C. Reggiana 1919', 'Duke of Romagna', 'Rubiera', 'Balsamic vinegar', 'Movement for the Autonomy of Romagna', 'Reggio Emilia approach', 'Cassa di Risparmio in Bologna', 'Italian regional elections, 2010', 'Besgano bianco', 'Ferrara railway station', 'Cassa di Risparmio di Cesena', 'Savio (river)', 'A.S.D. Riccione 1929', 'List of beaches in Italy']","['35877458', '3070366', '28379588', '884387', '41177824', '6722452', '847398', '6719761', '39496343', '2287388', '48990430', '48991729', '46236684', '2936655', '40176021', '34730311', '50785649', '162715', '7983855', '20373295', '25536857', '44447942', '30541896', '27574572', '25513586', '16270648', '16270682', '38506183', '6534731', '6720189', '37104773', '4534705', '3873339', '18523902', '41441190', '736523', '644189', '7544562', '445279', '30552848', '309737', '15636572', '6720246', '5667859', '904005', '45372554', '52772804', '1977031', '34983863', '41519582']"
1482,World Localities>Europe>Mediterranean Europe>Italy>Friuli-Venezia Giulia,"['Friuli-Venezia Giulia', 'Friuli-Venezia Giulia wine', 'Eccellenza Friuli-Venezia Giulia', 'Politics of Friuli-Venezia Giulia', 'Trieste – Friuli Venezia Giulia Airport', 'Banca Mediocredito del Friuli Venezia Giulia', 'Elections in Friuli-Venezia Giulia', 'Friuli-Venezia Giulia regional election, 2013', 'Music of Friuli-Venezia Giulia', 'Grado, Friuli-Venezia Giulia', 'Lega Nord Friuli-Venezia Giulia', 'Cassa di Risparmio del Friuli Venezia Giulia', 'Convergence for Friuli', 'Friuli Movement', 'Colli Orientali del Friuli', 'FriulAdria', '1976 Friuli earthquake', 'Gemona del Friuli railway station', 'Gemona del Friuli', 'Pozzuolo del Friuli', 'Giulia', 'Banca Popolare di Cividale', 'Sauris', 'Northeast Italy', 'Monfalcone railway station', 'Cervignano-Aquileia-Grado railway station', 'Lega Nord Trieste', 'Lago del Predil', 'Tarvisio Boscoverde railway station', 'Friuli', 'Manzano, Friuli', 'Sacile railway station', 'Giulian Front', 'NK Kras Repen', 'Ribolla Gialla', 'San Leonardo, Friuli', 'Cividale del Friuli', 'Pordenone railway station', 'Osoppo', 'Reformist Popular Centre', 'Friuli innovazione', 'Gorizia Centrale railway station', 'Collio Goriziano', 'Udine railway station', 'Latisana', 'Udine Castle', 'Chiasiellis', 'Drenchia', 'Trevisana nera', 'Slovene Union']","['20641000', '49711883', '49696886', '49881821', '49131397', '18957671', '428908', '15098461', '38777383', '14129144', '6718506', '15514481', '19800739', '31168051', '293971', '266542', '39188288', '14782246', '14129486', '32494477', '6718557', '49333369', '1527246', '27986202', '29786313', '1973534', '21917162', '5795420', '16270698', '16367477', '6718623', '29869326', '4475211', '12292813', '826680', '6718690', '18568694', '29856420', '6718773', '20011972', '14805857', '49237298', '6718918', '6718954', '49333519', '41216607', '2446553', '25902324', '29850843', '16371531']"
1483,World Localities>Europe>Mediterranean Europe>Italy>Lazio,"['Lazio', 'S.S. Lazio', 'Rick Lazio', '2006–07 S.S. Lazio season', 'History of S.S. Lazio', '1991–92 S.S. Lazio season', '2007–08 S.S. Lazio season', '1997–98 S.S. Lazio season', 'S.S. Lazio C.F.', '1999–2000 S.S. Lazio season', '1994–95 S.S. Lazio season', '2000–01 S.S. Lazio season', '1992–93 S.S. Lazio season', '2005–06 S.S. Lazio season', '2004–05 S.S. Lazio season', '1998–99 S.S. Lazio season', '1995–96 S.S. Lazio season', '1996–97 S.S. Lazio season', '2001–02 S.S. Lazio season', '2002–03 S.S. Lazio season', '2008–09 S.S. Lazio season', 'Politics of Lazio', '2003–04 S.S. Lazio season', '2009–10 S.S. Lazio season', '2015–16 S.S. Lazio season', '2014–15 S.S. Lazio season', '2012–13 S.S. Lazio season', '2013–14 S.S. Lazio season', '2011–12 S.S. Lazio season', '2016–17 S.S. Lazio season', '2010–11 S.S. Lazio season', 'FL5 (Lazio regional railways)', '2017–18 S.S. Lazio season', 'FL8 (Lazio regional railways)', 'FL4 (Lazio regional railways)', 'FL6 (Lazio regional railways)', 'FL1 (Lazio regional railways)', 'FL7 (Lazio regional railways)', 'FL3 (Lazio regional railways)', 'S.S. Lazio Rugby 1927', 'FL2 (Lazio regional railways)', ""Parco Nazionale d'Abruzzo, Lazio e Molise"", 'S.S. Lazio fans', 'Viale Lazio massacre', 'FL lines', 'S.S. Lazio Primavera', 'Anse Lazio', 'Latina, Lazio', 'Trevi nel Lazio', 'Music of Lazio']","['27078822', '27064452', '26695329', '26705608', '26744583', '26706553', '26660154', '24310501', '26639266', '26644106', '26652907', '26656283', '26671113', '26683582', '13485447', '13487618', '19770066', '23084404', '28233151', '32301315', '36409505', '41476716', '43449462', '47080454', '50592782', '54230079', '4347090', '37040855', '37597297', '37474501', '37605460', '37061873', '37577699', '37560324', '37568814', '25488565', '13347663', '2072707', '18701', '2597181', '17810692', '490937', '28984', '34253003', '52342471', '34046088', '18459211', '1090242', '22628627', '4519975']"
1484,World Localities>Europe>Mediterranean Europe>Italy>Lazio>Rome,"['Rome', 'Rome, Georgia', 'History of Rome', 'Founding of Rome', 'Rome Prize', 'Rome (TV series)', 'Third Rome', 'Diocese of Rome', 'Outline of ancient Rome', 'Province of Rome', 'Rome, New York', 'Club of Rome', 'Seven hills of Rome', 'Churches of Rome', 'Ancient Rome', 'Treaty of Rome', 'King of Rome', 'March on Rome', 'Jim Rome', 'Timeline of the city of Rome', 'Pantheon, Rome', 'French Academy in Rome', 'Mayor of Rome', 'When in Rome', 'British School at Rome', 'American Academy in Rome', 'List of obelisks in Rome', 'Rome Statute of the International Criminal Court', 'Rome Quadriennale', 'Prix de Rome', 'Bombing of Rome in World War II', 'Frances of Rome', 'Great Synagogue of Rome', 'American University of Rome', 'Rome Metro', 'Total War: Rome II', 'Embassy of the United States, Rome', 'Rome apple', 'Rome: Total War', 'Rome Film Festival', 'New Rome, Ohio', 'Sublime with Rome', 'Gaius Julius Caesar (Rome character)', 'Rome (department)', 'Rome Laboratory', 'Europa Universalis: Rome', 'Rome–Lido railway', 'Line C (Rome Metro)', 'Sack of Rome (1527)', 'Administrative subdivision of Rome']","['574950', '4377174', '521555', '8814971', '3111013', '3061742', '232689', '18456527', '12553841', '13703511', '40189', '1586332', '990186', '3216375', '1424683', '21967718', '61040', '8489792', '18596407', '2219088', '613885', '2465397', '129270', '57691', '340002', '169980', '3382089', '25458', '110096', '126858', '653522', '2069837', '1395903', '15606115', '957556', '1417480', '8752515', '20081203', '68762', '15819177', '15874999', '676377', '44828', '26068310', '434048', '25870509', '36305970', '78006', '2276477', '2180021']"
1485,World Localities>Europe>Mediterranean Europe>Italy>Liguria,"['Liguria', 'Politics of Liguria', 'Liguria wine', 'USS Liguria (AKS-15)', 'Flag of Liguria', 'Lega Nord Liguria', 'March of Genoa', 'Cervo, Liguria', 'Music of Liguria', 'Italian cruiser Liguria', 'Piemont-Liguria Ocean', 'Liguria Bakery', 'Sori, Liguria', 'Army Group Liguria', 'Stella, Liguria', 'Ne, Liguria', 'Bussana', 'March of Montferrat', 'Bussana Vecchia', 'List of beaches in Italy', 'Finale Ligure', 'Ronco di Maglio', 'Pigna, Liguria', 'Monte Reixa', 'Bormida, Liguria', 'Levanto, Liguria', 'Giovanni Toti', 'Monte Galero', 'Monte Leco', 'Riomaggiore', 'Lavagna', 'Croxetti', 'Ligurian Sea', 'Cycnus (king of Liguria)', 'Rocca Barbena', 'Bogliasco', 'Cima Fontanaccia', 'Bergeggi (island)', 'Carlo Carcano', 'Music of Genoa', 'U.C. Sampdoria', 'Mocònesi', 'Chiavari railway station', 'Penninic', 'Albissola Marina', 'Palmaria (island)', 'Unione Sanremo', 'Alta Via dei Monti Liguri', 'Ligurian Alps', 'Brös']","['6570068', '46500234', '12441464', '47654770', '6570401', '6570120', '40144139', '963106', '12450593', '1796745', '29986699', '48569035', '13789138', '54217600', '2694173', '53515602', '47420911', '44014342', '2872765', '16270586', '6700256', '71864', '40927935', '31291117', '1916981', '1226281', '41519582', '11049247', '8998633', '6699694', '26142147', '26142237', '26620062', '4520028', '4498789', '6699726', '14923242', '5402584', '5409628', '6569928', '19058055', '914953', '53721876', '26620067', '6699902', '6570312', '574307', '12891467', '3010813', '7191674']"
1486,World Localities>Europe>Mediterranean Europe>Italy>Liguria>Genoa,"['Genoa', 'Genoa C.F.C.', 'Genoa, Nevada', 'Republic of Genoa', 'Genoa, Houston', 'Genoa, Illinois', 'Province of Genoa', 'Doge of Genoa', 'Catherine of Genoa', 'Genoa, Wisconsin', 'Genoa (sail)', 'Timeline of Genoa', 'Genoa Conference (1922)', 'Roman Catholic Archdiocese of Genoa', 'Genoa Metro', 'Genoa Cathedral', 'Prince Filiberto, Duke of Genoa', 'Milan–Genoa railway', 'Genoa Keawe', 'Genoa cake', 'University of Genoa', ""Doge's Palace, Genoa"", 'Genoa, Nebraska', 'History of Genoa C.F.C.', 'Genoa City (The Young and the Restless)', 'Prince Ferdinando, Duke of Genoa (1822–1855)', 'Prince Ferdinando, Duke of Genoa (1884–1963)', 'Aquarium of Genoa', 'Genoa City, Wisconsin', 'Prince Thomas, Duke of Genoa', 'Genoa Indian Industrial School', 'Genoa, New York', 'Genoa-Kingston High School', 'San Matteo (Genoa)', 'Project Genoa II', '2015–16 Genoa C.F.C. season', '2016–17 Genoa C.F.C. season', 'Prince Eugenio, Duke of Genoa', '2014–15 Genoa C.F.C. season', 'Genoa Township, Michigan', 'Genoa Township, Delaware County, Ohio', 'Genoa (town), Wisconsin', '2008–09 Genoa C.F.C. season', '2009–10 Genoa C.F.C. season', 'Lighthouse of Genoa', '2010–11 Genoa C.F.C. season', 'Genoa, Colorado', 'Genoa River', 'Battle of Genoa (1795)', 'Church of St. Catherine of Genoa (Manhattan)']","['27699396', '27679155', '27756716', '43669228', '47225687', '50593877', '11339027', '8674184', '6113705', '20434179', '461272', '47332321', '108567', '845239', '111093', '124079', '1236289', '126190', '260715', '20160457', '498053', '260716', '30872779', '6965072', '151310', '8258415', '2526324', '2731931', '7723474', '7287088', '23577263', '4988239', '117970', '5695954', '13054020', '17161624', '25512694', '19751067', '5608234', '17724420', '17735568', '5608198', '50717091', '1448624', '559961', '1734343', '27093072', '36607160', '456119', '30232038']"
1487,World Localities>Europe>Mediterranean Europe>Italy>Lombardy,"['Lombardy', 'William Lombardy', 'Kingdom of Lombardy–Venetia', 'Politics of Lombardy', 'Elections in Lombardy', 'Lombardy Apartment Building', 'Pro Lombardy Independence', 'Lodi, Lombardy', 'Sacri Monti of Piedmont and Lombardy', 'Italian Senate election, 2001 (Lombardy)', 'Lombardo-Venetian pound', 'President of Lombardy', 'Iron Crown of Lombardy', 'Lombardia (wine)', 'Regional Council of Lombardy', 'List of museums in Lombardy', 'Italian Senate election, 2006 (Lombardy)', 'Italian Senate election, 2013 (Lombardy)', 'Meda, Lombardy', 'Italian Senate election, 1996 (Lombardy)', 'Lombardy Hotel', 'Giro di Lombardia', 'Lombardy, Ontario', 'Crema, Lombardy', 'Magenta, Lombardy', 'Music of Lombardy', 'Soncino, Lombardy', 'Magasa, Lombardy', 'Stradella, Lombardy', 'Caravaggio, Lombardy', 'Wars in Lombardy', 'Erba, Lombardy', 'Nave, Lombardy', 'Albino, Lombardy', 'Dongo, Lombardy', 'Musso, Lombardy', 'Italian Senate electiony, 2008 (Lombardy)', 'Bellagio, Lombardy', 'Populus nigra', 'Mortara, Lombardy', 'Virgilio, Lombardy', 'Rho, Lombardy', 'Italian Senate election in Lombardy, 1948', 'Iseo, Lombardy', 'Virtus Bergamo Alzano Seriate 1909', 'Lodi railway station (Lombardy)', 'A.S.D. SolbiaSommese Calcio', 'Province of Sondrio', 'Italian Senate election in Lombardy, 1953', 'A.C. Legnano']","['5974292', '1368833', '694273', '1260226', '2252238', '6701388', '17857606', '6701411', '1116371', '355409', '1074403', '27601264', '26721246', '26025115', '38554002', '35987970', '37574563', '19758508', '1635872', '39912536', '64996', '30494365', '14356821', '3670870', '43807', '9605497', '12350104', '4466789', '1087463', '205701', '5785498', '2195620', '4536114', '6701669', '1090089', '17857470', '914628', '25740985', '34675507', '1448731', '25732757', '2795601', '6371386', '6522764', '1057089', '6716086', '11146641', '4664385', '1605710', '2929046']"
1488,World Localities>Europe>Mediterranean Europe>Italy>Lombardy>Milan,"['Milan', 'MILAN', 'A.C. Milan', 'List of rulers of Milan', 'Roman Catholic Archdiocese of Milan', 'Province of Milan', 'Milan I of Serbia', 'Milan Central railway station', 'Milan–San Remo', 'Duchy of Milan', '2006–07 A.C. Milan season', 'Edict of Milan', 'Federal Correctional Institution, Milan', 'A.C. Milan Youth Sector', 'Milan, Tennessee', 'Milan Cathedral', '2007–08 A.C. Milan season', 'Timeline of Milan', 'Milan–Malpensa Airport', 'Milan, Michigan', 'Milan, Indiana', 'Milan Metro Line 5', 'Milan Metro', 'Juventus F.C.–A.C. Milan rivalry', 'History of A.C. Milan', '2008–09 A.C. Milan season', '2001–02 A.C. Milan season', '1993–94 A.C. Milan season', '2000–01 A.C. Milan season', '1999–2000 A.C. Milan season', '2002–03 A.C. Milan season', '1998–99 A.C. Milan season', 'Milan suburban railway service', 'Milan Metro Line 1', 'Milan Metro Line 3', '2011 Milan–San Remo', 'Diego Milán', 'List of A.C. Milan seasons', 'Milan Kučan', 'Milan, Ohio', 'Milan Dinčić', '2012 Milan–San Remo', 'Aribert (archbishop of Milan)', '2015–16 A.C. Milan season', 'Policlinico of Milan', 'Milan–Chiasso railway', 'Milan Metro Line 2', 'Fashion in Milan', 'Mayor of Milan', 'Milan, Missouri']","['26893109', '27557355', '27405555', '27046175', '26930941', '27138468', '8133199', '12777091', '17482554', '31060683', '35113122', '46735577', '18940588', '24265499', '4157899', '15757318', '679080', '304483', '25477265', '16760983', '8129064', '51362041', '8991045', '235467', '312367', '3266810', '36511', '112578', '150559', '150899', '135184', '222543', '247393', '21143553', '618075', '429893', '1545779', '2192915', '2193011', '2193060', '25122359', '32786042', '22174665', '33743261', '1112348', '10460034', '1448716', '1733438', '36480758', '124860']"
1489,World Localities>Europe>Mediterranean Europe>Italy>Marche,"['Marche', 'County of La Marche', 'En Marche!', 'Marché du Film', 'The Bon Marché', 'Le Bon Marché', 'Politics of Marche', 'Joyeuse marche', '32nd Infantry Division Marche', 'Nouveau marché', 'Marché en Fer', 'Marche, Arkansas', 'The Parisian Market or Le Marché des Innocents', 'Music of Marche', 'Marché Adonis', 'Almodis de la Marche', 'List of communes of Marche', 'John I, Count of La Marche', 'Marche Polytechnic University', 'Ouzouer-le-Marché', 'Civitanova Marche', 'Marche slave', ""L'Homme qui marche I"", 'Jeanne de Fougères, Countess of La Marche and of Angoulême', 'Banca Adriatica', 'Pat LaMarche', 'Lega Nord Marche', 'Régiment de marche du Tchad', 'La République En Marche group (National Assembly)', 'James II, Count of La Marche', 'Roman Catholic Archdiocese of Camerino-San Severino Marche', 'Flag of Marche', 'Marche 2020', 'La Marche (cave)', 'The Bon Marché Building of Asheville, North Carolina', ""La marche à l'amour"", 'Marche-en-Famenne', 'President of Marche', 'James I, Count of La Marche', 'Roger Marche', 'Système U', 'Loreto, Marche', 'Santa Maria delle Grazie, San Severino Marche', 'Palazzo Ducale, Urbino', 'Maurice LaMarche', 'San Severino Marche', 'Stephen Marche', 'Market Fresh', 'The Marchers', 'Madonna dei Lumi, San Severino Marche']","['22519831', '1484325', '42571129', '6734242', '1620743', '52296603', '53517856', '2669901', '3017023', '22687348', '2940859', '25225801', '26057817', '20367783', '54391133', '11373971', '2334334', '16270773', '4575585', '181165', '301292', '28114486', '176201', '46683394', '4651007', '1477594', '47257112', '13314799', '47192620', '11758405', '614468', '4533525', '51569451', '15805793', '4556188', '756975', '19058272', '40092191', '9769416', '5610698', '24873751', '6734537', '48658952', '23143358', '13887910', '2165588', '31488592', '42393331', '8145327', '46532666']"
1490,World Localities>Europe>Mediterranean Europe>Italy>Molise,"['Molise', 'Molise Croats', 'Politics of Molise', ""Parco Nazionale d'Abruzzo, Lazio e Molise"", 'Slavomolisano dialect', 'University of Molise', 'Richard, Count of Molise', '2002 Molise earthquake', 'Tintilia', 'Banca Popolare del Molise', 'Pizzone, Molise', '1805 Molise earthquake', 'Croats of Italy', 'Riccia, Molise', 'Province of Isernia', 'Province of Campobasso', 'Campobasso', 'Acquaviva Collecroce', 'Agnone', 'Limosano', 'Frosolone', 'Termoli', 'Termoli-Campobasso Railway', 'Monte Meta', 'A.S.D. Termoli Calcio 1920', 'Cerasuolo', 'Molisan', 'Macchiagodena', 'Diaspora language', 'Stracciata', 'Termoli railway station', 'Isernia F.C.', 'S.S.D. Città di Campobasso', 'Colletorto', 'Pizzelle', ""Progressive People's Party of Christian Inspiration"", 'Filignano', 'Campobasso railway station', 'San Pietro Avellana', 'Regions of Italy', 'Campitello Matese', 'Piedimonte Matese', 'Pentro horse', 'Matese', 'Annunziata, Venafro', 'Venafro', 'Mirabello Sannitico', 'Macchia Valfortore', 'San Giovanni in Galdo', 'Paolo Gamba']","['45331256', '10168028', '36194626', '4236744', '5065531', '50256002', '50169337', '23849209', '79461', '30235492', '32838461', '6782810', '33700591', '531909', '6824344', '6824358', '32744591', '6782874', '4470608', '4275886', '9324364', '4056845', '35298936', '79641', '531906', '51087862', '2597181', '31249847', '6769133', '166515', '6824440', '19058836', '53231441', '1448793', '1448800', '221250', '6457137', '5112084', '5999166', '6783136', '6824494', '1317401', '40581266', '1029067', '54050183', '30245888', '29936876', '4933616', '4402573', '51760987']"
1491,World Localities>Europe>Mediterranean Europe>Italy>Piedmont,"['Piedmont', 'Prince of Piedmont', 'Piedmont (United States)', 'Piedmont, California', 'Piedmont Airlines', 'Piedmont Park', 'Piedmont Airlines (1948–89)', 'Piedmont, Oklahoma', 'Piedmont, Alabama', 'Piedmont blues', 'Piedmont Heights, Atlanta', 'Piedmont Avenue (Oakland, California)', 'Piedmont Triad International Airport', 'Piedmont, Missouri', 'Piedmont Avenue (Atlanta)', 'Piedmont, South Carolina', 'Piedmont, West Virginia', 'Piedmont (train)', 'Piedmont Crescent', 'Piedmont College', 'Piedmont region of Virginia', 'Colorado Piedmont', 'Piedmont, South Dakota', 'Piedmont Natural Gas', 'Piedmont and Northern Railway', 'Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato', 'Politics of Piedmont', 'Matt Piedmont', 'USS Piedmont (AD-17)', 'Piedmont International University', 'Piedmont Unified School District', 'Piedmont Middle School', 'Piedmont Technical College', 'Millennium High School (Piedmont, California)', 'Elections in Piedmont', 'Piedmont District', 'Carolina Piedmont Railroad', 'History of Piedmont, California', 'Piedmont Charcoal Kilns State Historic Site', 'Piedmont Sanatorium', 'Live at Piedmont Park', 'Piedmont Atlantic Megaregion', 'Piedmont (automobile)', 'Geography of Piedmont', 'Piedmont High School (North Carolina)', 'Piedmont Exposition', 'Philip I of Piedmont', 'Battle of Piedmont', 'Piedmont Airlines Flight 22', 'Centre–Piedmont–Cherokee County Regional Airport']","['229313', '11683728', '1650437', '17857615', '10679052', '9572796', '13930031', '14719628', '6745325', '5820567', '25061', '103741', '107339', '123305', '150945', '151021', '1591404', '138520', '427778', '12456022', '26830110', '296111', '6645722', '5572426', '23956501', '43578637', '1845205', '28352034', '2229214', '8653851', '5388229', '7119065', '27779034', '5790241', '9094751', '6777859', '42033731', '375669', '1262092', '3851106', '294534', '6777910', '7929995', '172308', '3277986', '17857741', '5820741', '8595588', '43175234', '33417164']"
