,Unnamed: 0,terms,titles,pageids
1410,1410,Eastern China,"['East China', 'China Eastern Airlines', 'Campaign to Suppress Bandits in Eastern China', 'China Eastern Airlines Flight 5210', 'East China Sea', 'China Northwest Airlines', 'China Cargo Airlines', 'Eastern world', 'North China Craton', 'Eastern Wei', 'Eastern Sports Club', 'Air China', 'Sex toy industry in China', 'Eastern Qing tombs', 'Historical capitals of China', 'Eastern philosophy', 'Civil aviation in China', 'Jesuit China missions', 'Northern and southern China', 'China Burma India Theater', 'Land use in China', 'Rail transport in China', 'Electricity sector in China', 'Chinese culture', 'Chinese art', 'Agriculture in China', 'Names of China', 'China proper', 'Corruption in China', 'Wind power in China', 'Eastern marsh harrier', 'The China World Trade Center', 'Television in China', 'Urbanization in China', 'Great Wall of China', 'Islam in China', 'China at the Olympics', 'Religion in China', 'Video gaming in China', 'Eastern Catholic Churches', 'China Bay Airport', 'Chinese language', 'Han Chinese', 'Chinese economic reform', 'Communication University of China', 'China United Airlines', 'Terrorism in China', 'Ethnic minorities in China', 'Eastern Himalayan alpine shrub and meadows', 'Administrative divisions of China', 'Chinese Orthodox Church', 'Yang Province', 'Far East', 'Chinese dragon', 'Migration in China', 'Chinese variety art', 'Foreign relations of China', 'Chinese cuisine', 'Communist Party of China', 'Koreans in China']","['11953685', '297958', '22780863', '13705783', '904055', '1622897', '571122', '1395098', '1638003', '2642393', '8341323', '55063', '66297', '156154', '28178839', '5751', '14482133', '740325', '19519245', '683693', '181381', '214903', '14184871', '19704627', '7915448', '1189899', '221760', '151419', '18984987', '20184277', '152831', '5094570', '152827', '149578', '705408', '30865261', '35741982', '181690', '8754752', '923361', '42099152', '367843', '30348822', '15147453', '8928074', '8665240', '13630888', '10673858', '13897411', '149655', '1292317', '6583', '66203', '283760', '7175', '11672', '23244', '4442780', '13676354', '38174781']"
1411,1411,Jiangsu,"['Jiangsu', 'Politics of Jiangsu', 'Jiangsu cuisine', 'Jiangsu Monkey King', 'Railways in Jiangsu', 'Jiangsu University', 'Jingjiang', 'Jintan District', 'Suqian', 'Jiangsu Tongzhou High School', 'Rugao', 'Nantong Middle School of Jiangsu Province', 'Changshu', 'Yangzhong', 'Da Niang Dumpling', 'Dafeng District', 'Xishan Senior High School', 'Gaoyou', 'Qixia District', 'Yancheng', 'Lianyungang', 'Haimen', 'Changzhou', 'Suzhou High School', 'Zhenjiang', 'Taicang', 'Yangzhou University', 'Tongshan District', 'Yixing', 'Nanjing', 'Jiawang District', 'Li Yunfeng', 'Wu Zhenglong', 'Nanjing Audit University', 'Kunshan', 'Yangtze River Delta', 'Xiangshui County', 'Nanjing Military Region', 'Jianhu County', 'Xuzhou dialect', 'Wuxi', 'Xuyi County', 'Taixing Campaign', 'Viceroy of Liangjiang', 'Luo Zhijun', 'Tangbao', 'China University of Mining and Technology', 'Huang Shuxian', 'Shuyang County', 'Nanjing Library', 'Dai Xianglong']","['1029987', '1818912', '9034003', '43778143', '21867435', '1558135', '7866212', '44992393', '166412', '45307433', '34227077', '21502213', '5321372', '7642985', '15653610', '14081088', '2014934', '1839071', '50688301', '915469', '17834494', '21791', '7532647', '6428342', '29227233', '14768472', '21543763', '29863226', '590832', '24704956', '2659164', '27943724', '590749', '13205533', '19433498', '24704901', '11874760', '47236877', '427264', '12290266', '12727695', '13088372', '21097493', '796451', '1300302', '14287488', '7852095', '980992', '432572', '17901072', '20943181']"
1412,1412,Nanjing,"['Nanjing', 'Nanjing Road', 'Nanjing University', 'Nanjing Railway Station', 'Nanjing South Railway Station', 'Nanjing Metro', 'Nanjing Lukou International Airport', 'Nanjing Yangtze River Bridge', 'Porcelain Tower of Nanjing', 'Nanjing dialect', 'Nanjing Tech University', 'Nanjing University of Aeronautics and Astronautics', 'Trams in Nanjing', 'CRRC Nanjing Puzhen', 'Nanjing University of Science and Technology', 'Nanjing Museum', 'Nanjing Olympic Sports Centre', 'Nanjing Agricultural University', 'Nanjing University of Finance and Economics', 'Fourth Nanjing Yangtze Bridge', 'Nanjing Fuzimiao', 'West Nanjing Road Station', 'Nanjing Luhe Airport', 'Nanjing Dajiaochang Airport', 'Nanjing decade', 'British School of Nanjing', 'Nanjing Salted Duck', 'Nanjing Library', 'Nanjing Foreign Language School', 'Xuanwu Lake', 'Nanjing Military Region', 'Nanjing University of Information Science and Technology', 'Zifeng Tower', 'Ming Palace', 'Nanjing County', 'Nanjing International School', 'Qixia District', 'Nanjing West Railway Station', 'Nanjing International Expo Center', 'Nanjing Fiat Automobile', 'Muxuyuan Station', 'Nanjing Underwater World', 'Qingliangshan Park', 'Nanjing Olympic Sports Center Gymnasium', 'Walled city of Nanjing', 'Third Nanjing Yangtze Bridge', 'Nanjing University Medical School', 'Shangxinhe']","['16758681', '15473293', '39406839', '8075630', '33460635', '21791', '6869962', '23872529', '37013713', '34190098', '4124820', '35470012', '34851389', '8193549', '20943181', '37019106', '1280168', '4869256', '6428342', '1279817', '7114146', '5305909', '24705116', '1743967', '33125414', '26328090', '4095357', '33526482', '30876750', '33299244', '919136', '1104655', '14601077', '919147', '35170096', '2003313', '7598343', '30927073', '1172624', '33833059', '21543763', '43144678', '30665677', '43452737', '1325946', '9024193', '24705180', '5293614']"
1413,1413,Shanghai,"['Shanghai', 'Politics of Shanghai', 'Shanghai Airlines', 'Shanghai Tower', 'Port of Shanghai', 'Shanghai South Railway Station', 'History of Shanghai', 'Battle of Shanghai', 'Shanghai Pudong International Airport', 'Shanghai IFC', 'Shanghai Sharks', 'Shanghai Maglev Train', 'Shanghai Railway Station', 'Shanghai Metro', 'Shanghai cuisine', 'Shanghai International Film Festival', 'Confucian Temple of Shanghai', 'Shanghai World Financial Center', 'Auto Shanghai', 'Shanghai Disney Resort', 'Shanghai West Railway Station', 'Shanghai Hongqiao International Airport', 'Shanghai University', 'Shanghai Theatre Academy', 'Shanghai International Circuit', 'Expressways of Shanghai', 'Circuit intendant of Shanghai', 'Shanghai Manhua', 'Shanghaiing', 'Shanghai clique', 'Shanghai Municipal Police', 'Shanghai Oriental Sports Center', 'Grand Gateway Shanghai', 'Shanghai Jewish Refugees Museum', 'Shanghai Zoo', 'Shanghai Conservatory of Music', 'Shanghai Japanese School', 'Shanghai Centre', 'Shanghai Himalayas Museum', 'Shanghai Library', 'Shanghai Ghetto', 'The Hongkong and Shanghai Banking Corporation', 'Shanghai Public Transport Card', 'Islands of Shanghai', 'Shanghai University of International Business and Economics', 'Shanghai International Studies University', 'Shanghai Jiao Tong University School of Medicine', 'Shanghai French Concession', 'Shanghai Urban Planning Exhibition Center', 'Shanghai Indoor Stadium', 'Shanghai Jiushi Group', 'Shanghai Natural History Museum', 'Fudan University Shanghai Medical College', 'Shanghai Club Building', 'Shanghai Jewish Chronicle', 'Dulwich College Shanghai', 'Shanghai New International Expo Center', 'Shanghai University of Engineering Science', 'City God Temple of Shanghai', 'Shanghai Rego International School', 'Shanghai tunnels']","['15344457', '504623', '50962746', '2510029', '4080714', '10047330', '4320672', '20559559', '4440274', '6630671', '27643', '1623791', '9702216', '919885', '21252522', '20803602', '5055507', '51354638', '295731', '37829032', '952143', '11927285', '919368', '41976309', '44512950', '30873811', '13771977', '1963462', '41068625', '734845', '8907996', '23799596', '4201709', '354666', '2437616', '964226', '2437641', '919886', '16450146', '919887', '919893', '10941112', '8996490', '498478', '9935424', '274215', '27909', '686244', '1227380', '8996285', '2659767', '2354116', '3149978', '2372860', '37501590', '52058743', '16876630', '7961072', '2659899', '919890', '1650756']"
1414,1414,Zhejiang,"['Zhejiang Golden Bulls', 'Politics of Zhejiang', 'Zhejiang University of Technology', 'Zhejiang Chinese Medical University', 'Zhejiang cuisine', 'Zhejiang University School of Medicine', 'Zhejiang Radio and Television Group', 'Zhejiang Ocean University', 'Zhejiang International Studies University', 'Eastern Zhejiang Canal', 'Zhejiang Wenzhou High School', 'Zhejiang University Libraries System', 'Zhejiang Provincial College of Medicine', 'Yiwu Hospital', 'Jiangshan', 'Zhejiang California International NanoSystems Institute', 'Zhejiang Gongshang University', 'Hangzhou', 'Shengzhou', 'Technology Transfer Center of Zhejiang University', 'Haining', 'Wenling', 'Zhejiangcun', 'Jiande', 'Zhejiang Tailong Commercial Bank', 'Jiangshan High School', 'Jiaxing', 'Jinhua', 'Zhuji', 'Jiaojiang District', 'Fuyang District', 'Yunhe County', 'Yuan Jiajun', 'Ningbo University', 'Yuyao', 'Lishui', 'Chen Ziyuan', 'Qiantang River', 'Huzhou', 'Pinghu', 'Zhong Shaojun', 'Cangnan County', 'New Zhijiang Army', 'Yangtze River Delta']","['6667827', '23669318', '53565588', '1523705', '6729701', '158185', '1808775', '24692078', '17614221', '39892149', '9991273', '393275', '2853114', '747878', '45028294', '14219332', '5099009', '14614018', '47837798', '2273737', '19898378', '19382634', '1300302', '22149768', '52953410', '24692177', '192430', '17812151', '21492113', '1708363', '17352526', '42337858', '21491793', '19005382', '41340194', '9473301', '22482108', '24448753', '4787846', '52187267', '5321374', '41742767', '46474804', '7912691']"
1415,1415,Hangzhou,"['Hangzhou International School', 'Xiquets de Hangzhou', 'Hangzhou City Walls', 'Shangyu District', 'Kandi Technologies']","['19469584', '21697746', '38980914', '1894503', '50685528']"
1416,1416,North Central China,"['North China Craton', 'North China', 'Zhongyuan', 'Central Committee of the Communist Party of China', 'Northern and southern China', 'China Expeditionary Army', 'South China', 'Names of China', 'China', 'China National Traditional Orchestra', 'China Central Television', 'Communist Party of China', 'Central America', 'History of Central Asia', 'Koreans in China', 'China proper', 'Politics of China', 'Central Academy of Drama', 'China Broadcasting Chinese Orchestra', 'Special economic zones of China', 'Bank of China', 'Central and Western District', 'North China Coal Medical University', 'Geology of China', 'Federalism in China', 'Central China Railway', 'Economy of China', 'China Meteorological Administration', 'Corruption in China', 'Rail transport in China', 'North China University of Science and Technology', 'Central Plains War', 'Campaign to Suppress Bandits in Central and Southern China', 'Agriculture in China', 'Administrative divisions of China', 'Banking in China', 'Islam in China', 'Music of China', 'Wildlife of China', 'Globalization in China', 'Religion in China', 'Provinces of China', 'National security of China', 'Han Chinese', 'Ethnic minorities in China', 'Foreign relations of China', 'Place names in China', 'Campaign of the North China Plain Pocket', 'China Development Bank', 'Geostrategy in Central Asia', 'China Airlines', 'Chinese Buddhism', 'Foreign relations of imperial China', 'Chinese cuisine', 'Great Wall of China', 'North China Theological Seminary', 'Demographics of North Korea', 'Chinese folk religion', 'Sha Tin to Central Link', 'Chinese nationalism', 'China National Highways', 'Telecommunications in China', 'Hinduism in China', 'North Vietnam', 'Central Java', 'Mandarin Chinese', 'Central Thailand', 'Archives in China', 'Constitution of China', 'North South Corridor', 'History of North Korea', 'Ethnic groups in Chinese history', 'South China tiger', 'Geography of North Korea', 'Central Hubei Operation', 'Civil Aviation Administration of China', 'Chinese Communist Revolution', 'Tourism in China', 'Technological and industrial history of China', 'Dungan people']","['149655', '11953685', '303789', '12202401', '9818765', '15363924', '919328', '6121', '53245687', '342667', '6045837', '23819704', '5405', '20929815', '77894', '1145175', '1586900', '15540445', '25640133', '55063', '7175', '19519245', '19284336', '152831', '198681', '23244', '14115146', '25107199', '152827', '1577162', '705408', '4442780', '247756', '181690', '16700741', '923364', '919097', '8754752', '919251', '923361', '25161242', '23239', '254234', '42099152', '367843', '43124222', '1627292', '10935907', '13397239', '14173752', '10074460', '453584', '204322', '124485', '875842', '226808', '39565482', '6583', '1491156', '153223', '1988499', '163574', '21258', '166325', '58245', '1193402', '21257', '1569687', '5094570', '3115739', '21256', '19359', '50899033', '18002804', '23550210', '4511253', '2101743', '14189344', '23241', '8636267']"
1417,1417,Beijing,"['Beijing', 'Beijing West Railway Station', 'Beijing South Railway Station', 'Beijing Ducks', 'Beijing central business district', 'Beijing dialect', 'Beijing Olympians', 'Beijing Daxing International Airport', 'British School of Beijing', 'Beijing Capital International Airport', 'Beijing Subway', 'Beijing Media Network', 'History of Beijing', 'Harrow International School Beijing', 'Beijing Institute of Technology', 'Beijing Xinwen Guangbo', 'Beijing Municipal Public Security Bureau', 'Dulwich College Beijing', 'Beijing University of Technology', 'Names of Beijing', 'Pakistan Embassy College Beijing', 'University of Science and Technology Beijing', 'Beijing cuisine', 'Beijing city fortifications', 'Beijing Spring', 'Beijing Language and Culture University', 'Beijing Film Academy', 'Beijing Bus', 'Beijing Rego British School', 'Beijing Nanyuan Airport', 'Beijing Yinyue Tai', 'Beijing Suburban Railway', 'Beijing BISS International School', 'International School of Beijing', 'Beijing Temple of Confucius', 'Beijing National Aquatics Center', 'China National Highways of Beijing', 'Korean International School in Beijing', 'Beijing Jiaotong Tai', 'Western Academy of Beijing', 'Beijing Huijia Private School', 'Neighborhoods in Beijing', 'Beijing National Day School', 'Beijing Great Wheel', 'Beijing Queer Film Festival', 'Beijing Foreign Studies University', 'Beijing Shijingshan Amusement Park', 'Beijing University of Chemical Technology', 'Yew Chung International School of Beijing', 'Japanese School of Beijing', 'Beijing Welcomes You', 'Beijing International Streetcircuit', 'Beijing Huiwen Middle School']","['18603746', '17125849', '36229707', '291328', '33078443', '1708209', '2427111', '919320', '14104944', '48022669', '342924', '7143132', '919321', '1486445', '44458059', '9441353', '3731237', '15160633', '1708911', '49401373', '47830124', '4275712', '15906209', '161510', '18546849', '608264', '18980105', '919314', '2853907', '838222', '7142417', '7142220', '1029757', '2646452', '19758', '1074448', '34981853', '898724', '40775999', '30622317', '6934277', '1015618', '41743534', '34423576', '41609620', '47829345', '919309', '8819548', '7544425', '31148997', '7275760', '18716234', '37600954']"
1418,1418,Hebei,"['Hebei Airlines', 'Politics of Hebei', 'Hebei Television', 'Hebei University of Technology', 'Hebei Medical University', 'Hebei Polytechnic University', 'Hebei University', 'Hebei North University', 'Hebei University of Economics and Business', 'Hebei University of Science and Technology', 'Hebei Institute of Architecture and Civil Engineering', 'Hengshui', 'Hebei Finance University', 'Wanquan District', 'Ulmus lamellosa', 'Dingzhou', 'Shijiazhuang', 'Zhangjiakou', 'Qinhuangdao', 'Liu Zihou']","['8497137', '32172046', '36692784', '919095', '919089', '919098', '919092', '6743151', '21491156', '919091', '919087', '919081', '1720081', '39405306', '14712089', '164256', '412727', '5918844', '24689268', '970556']"
1419,1419,Henan,"['Henan', 'Politics of Henan', 'Henan Museum', 'Henan oil field', 'Henan Airlines', 'Henan Experimental Middle School', 'Henan University of Traditional Chinese Medicine', 'Henan University', 'Henan Grave Removal Project', 'Battle of Central Henan', 'Henan Agricultural University', 'Yu opera', 'Jiaozuo', 'Henan University of Technology', 'Zhengzhou', 'Dengzhou', 'Gongyi', 'Hua County', 'Henan Xinyang Senior High School', 'Sanmenxia', 'Puyang', 'Central Plains Mandarin', 'Xinzheng', 'Xinxiang', 'Xuchang', 'Pingdingshan', 'Shangqiu', 'Xinyang', 'Jinshui District', 'Jiyuan', 'Luoyang', 'Guo Gengmao', 'Anyang', 'Dengfeng', 'Chen Quanguo', 'Xingyang', 'Zhengzhou University']","['478502', '2972018', '11300969', '38544656', '12987764', '6749383', '15517408', '18140218', '166408', '919118', '13546641', '15169265', '38592573', '8938262', '2117908', '17764579', '919125', '38366395', '26345714', '24365191', '2114239', '13262357', '465963', '166420', '1890145', '14537078', '2638448', '2114035', '2135222', '3616955', '682999', '2847477', '1276013', '994821', '10824525', '288264', '919119']"
1420,1420,Inner Mongolia,"['Inner Mongolia University', 'Banners of Inner Mongolia', 'Music of Inner Mongolia', 'Inner Mongolia Museum', 'Mongolia under Qing rule', 'Hulunbuir', 'Ulanqab', 'Zhalantun', 'Hailar District', 'Ergun City', 'Mongolian shamanism', 'Hohhot', 'History of Mongolia', 'Mongolian language', 'Xilinhot', 'Mongols', 'Jining District', 'Administrative divisions of Mongolia during Qing', 'Baotou', 'Mongolian writing systems', 'Qing dynasty in Inner Asia', 'Flag of Mongolia', 'Mongols in China', 'Inner Mongolian Army', 'Ethnic Chinese in Mongolia', 'Mongolian diaspora', 'Aimag', 'Mongolia under Yuan rule', 'Mongol Local Autonomy Political Affairs Committee', 'Suiyuan Campaign', 'Chinggeltei', 'Mongolian name', 'Horinger County', 'Buddhism in Mongolia', 'Siziwang Banner', 'Mongolian wrestling', 'Temtsiltu Shobtsood', 'Chu Bo', 'Mongolian Americans', 'Menksoft Mongolian IME', 'Bible translations into Mongolian', 'Zhao Liping']","['14584975', '25001765', '851240', '1149172', '31848834', '3250111', '27598296', '13391470', '24604629', '5678450', '459211', '1763140', '23384299', '261864', '23180108', '1763076', '6580133', '919281', '5569913', '1794165', '21856291', '32648198', '13457900', '47506641', '5386715', '39952456', '154909', '5873951', '34901253', '1666422', '40249', '18984', '6585007', '1399495', '47404042', '2887620', '5569700', '47075242', '1794057', '2059719', '1763265', '46195915']"
1421,1421,Shandong,"['Shandong', 'Shandong University', 'Politics of Shandong', 'Shandong Peninsula', 'Shandong Golden Stars', 'Shandong University of Finance and Economics', 'Shandong Gaosu Group', 'Shandong University of Technology', 'Shandong cuisine', 'Shandong people', 'Shandong Zibo Experimental High School', 'Shandong University of Traditional Chinese Medicine', 'Chenming Paper', 'Heze', 'Rizhao', 'Jinan', 'Laixi', 'Shandong Experimental High School', 'CRRC Shandong', 'Qingzhou', 'Shouguang', 'Xintai', 'Zibo', 'Shandong Bin Ao Aircraft Industries', 'Haiyang', 'University of Jinan', 'Jining', 'Zhucheng', 'Weihai', 'Tengzhou', 'Shandong Lanxiang Vocational School', 'Yin Tiesheng', 'Yantai']","['37284527', '17632215', '7399765', '1829330', '250092', '1944463', '19588561', '14712312', '613593', '2887316', '105032', '20628338', '22077748', '32270155', '1708294', '31965088', '926455', '395980', '33757638', '37427578', '21487084', '33566365', '5321363', '21566308', '9273918', '1895318', '8705517', '1241716', '3008420', '261441', '17293051', '8932500', '1619787']"
1422,1422,Shanxi,"['Shanxi', 'Politics of Shanxi', 'Shanxi University of Traditional Chinese Medicine', 'Shanxi University of Finance and Economics', 'Shanxi cuisine', 'Shanxi University', 'Shanxi Agricultural University', 'Shanxi Experimental Secondary School', 'Shanxi clique', 'Battle of South Shanxi', 'Yuncheng', 'Taiyuan', 'Jincheng', 'Changzhi', 'Linfen', 'Shuozhou', 'Jiexiu', 'Xinzhou', 'Wei Heng', 'Hejin', 'Shen Weichen', 'Shaanxi', 'Fen River', 'Chen Chuanping', 'Taigu County', 'Jin Chinese', 'Battle of Niangziguan', 'Liu Wuzhou']","['12816552', '3475031', '1789817', '43720288', '1844264', '21769431', '24749674', '665483', '1894887', '1797559', '10101615', '14600626', '155520', '81262', '919247', '16345888', '919242', '919250', '48277219', '6777385', '5484623', '42478052', '3818995', '24749688', '401079', '46255484', '7130981', '2219143']"
1423,1423,Tianjin,"['Tianjin', 'Tianjin TEDA F.C.', 'Tianjin Television And Radio Station', 'Beijing–Tianjin Intercity Railway', 'Port of Tianjin', 'Politics of Tianjin', 'Tianjin Metro', 'Tianjin World Financial Center', 'Tianjin Medical University', 'Tianjin Airlines', 'Tianjin cuisine', 'Tianjin Quanjian F.C.', 'Tianjin Pipe Corporation', 'Tianjin Railway Station', 'Tianjin Massacre', 'Concessions in Tianjin', 'Tianjin Binhai International Airport', 'Tianjin Volleyball', 'Transport in Tianjin', 'Tianjin Olympic Center Stadium', 'Tianjin TEDA Company', 'Wellington College International Tianjin', 'Tianjin FAW', '2015 Tianjin explosions', 'Tianjin International School', 'Tianjin West Railway Station', 'National Supercomputing Center of Tianjin', 'Tianjin Economic-Technological Development Area', 'Tianjin preserved vegetable', 'Tianjin–Baoding Intercity Railway', 'St. Joseph Cathedral (Tianjin)', 'Jizhou District, Tianjin', 'Battle of Beiping–Tianjin', 'Tianjin Airlines destinations', 'Tianjin University of Sport', 'Tianjin Seagull', 'Second Beijing–Tianjin Intercity Railway', 'International School of Tianjin', 'Sino-Singapore Tianjin Eco-city', 'Centre Plaza (Tianjin)', 'Tianjin University of Commerce', 'Tianjin Provisional Government', 'Florida International University Tianjin Center', 'Fuxingmen Station (Tianjin)', 'Tianjin dialect', 'Tianjin University of Finance and Economics', 'Tianjin animal cloning center', 'Tianjin University', 'Roman Catholic Diocese of Tianjin', 'Tianjin Climate Exchange', 'Tianjin Nankai High School', 'Tianjin Campaign', 'Jingjintang Expressway', 'Trams in Tianjin', 'Bank of Tianjin', 'Tianjin No. 7 Middle School', 'Tianjin No.47 High School', 'Tianjin Normal University', 'Hedong District, Tianjin', 'Tianjin Airlines Flight 7554', 'Hexi District, Tianjin', 'Tianjin Free-Trade Zone', 'Hangu District, Tianjin', 'Jingjinji', 'Line 2, Tianjin Metro', 'List of Major National Historical and Cultural Sites in Tianjin', 'Tianjin Grand Theatre', 'Tianjin Chow Tai Fook Binhai Center', 'Tianjin Water Park', 'Tianjin Foreign Studies University', 'Heping District, Tianjin', 'Dongli District', 'Tianjin Polytechnic University', 'Line 9, Tianjin Metro', 'Jingtie Locomotive F.C.', 'Tianjin University of Technology', 'List of township-level divisions of Tianjin', 'Tianjin Modern Industry', '2012 Tianjin Teda F.C. season', 'Tianjin Academy of Fine Arts', 'Jinji Expressway', 'Line 1, Tianjin Metro', '2015 Tianjin Open', 'Order of battle at Beiping–Tianjin', 'Treaty of Tientsin', 'Tianjin University of Radio & TV', 'Italian concession of Tientsin', 'Binhai', 'Wang Jun (footballer, born 1976)', 'Shenyang Zhongze F.C.', 'History of the Port of Tianjin', 'FAW Group', 'Port of Tianjin operations and logistics', 'Layout of the Port of Tianjin', 'Pingjin Campaign', 'Tianjin Maoyan Culture Media', '2017 Tianjin Quanjian F.C. season', 'Beichen District', 'Tianjin Medical University Cancer Institute and Hospital', 'Guwenhua Jie', 'Tianjin Xinhua High School', 'Order of Battle Tianjin–Pukou Railway Operation', 'Tianjin Maritime Court', 'Port of Tianjin governance, traffic management and law enforcement', ""People's Park (Tianjin)"", 'Jianbing', 'Yin Hailin', 'Huang Xingguo', 'Tianjin University Petrel HUG', 'Nankai District', 'Zuo Shusheng', 'Jinnan District', 'TEDA Modern Guided Rail Tram', 'Wu Changshun', 'Cao Yang', '2010 China League Two', 'Yu Genwei', 'Chen Jingang', '2011 Chinese FA Cup', 'Binhai Railway Station']","['47529612', '2998675', '2173296', '13648640', '3923205', '11096125', '25109436', '31636940', '13273093', '29395237', '15391190', '10850810', '18133336', '49117056', '18727568', '32454264', '50821', '11312909', '36565446', '1535845', '654214', '3221455', '39344209', '4074730', '919903', '1695424', '5395184', '52002554', '46416946', '14482890', '23685418', '24071169', '21262975', '2739178', '6709954', '658408', '919917', '919910', '919920', '27974671', '26328073', '20118515', '48704598', '36890456', '1004490', '11363809', '44960023', '5051878', '47978752', '34793957', '47944414', '53154165', '52364770', '5725379', '8679023', '24987919', '3432582', '20721057', '24987950', '661627', '23749672', '38408960', '36889936', '43412076', '743624', '10977504', '826126', '37822264', '23953053', '25129983', '24562162', '35650945', '31640205', '8554884', '5192589', '38966724', '31015578', '919921', '36349801', '10584153', '41716322', '24298031', '919916', '46726135', '53635124', '50693421', '53631653', '2231881', '40476866', '23852033', '919904', '919901', '36421875', '919907', '23740494', '25837585', '394644', '14661513', '26875448', '31467182', '48760913', '9646207', '33311740', '23738569', '14947093', '49964956', '24987922', '4478186', '8838511', '42579261', '38876821', '18324158', '31418198', '47534103', '43156011', '52066668', '43727650', '51397303', '6044421', '14188014']"
1424,1424,Northeast China,"['Campaign to Suppress Bandits in Northeast China', 'Northeastern Mandarin', 'Northeast China Plain', 'Koreans in China', 'North China', 'Northeast Asia', 'Religion in Northeast China', 'Northeast Project of the Chinese Academy of Social Sciences', 'South China', 'Mongols in China', 'Manchuria', 'China Guodian Corporation', 'Coastline of China', 'North China Plain', 'Northeast Yucai School', 'Northeast India', 'Music of China', 'Northeastern Chinese cuisine', 'China Railways JF', 'China', 'Urbanization in China', 'Northern and southern China', 'Economy of China', 'Agriculture in China', 'Viceroys in China', 'Amur River', 'Insurgency in Northeast India', 'Greater Khingan', 'China Western Development', 'Chinese sausage', 'Chinese Basketball Association', 'China National Highway 101', 'Chinese Orthodox Church', 'Battle of Jinzhou', 'Japanese orphans in China', 'Telephone numbers in China', 'Northeast Passage', 'Wildlife of China', 'History of the Republic of China', 'Opening Campaign', 'Japanese repatriation from Huludao', 'Chinese opera', 'Made in China', 'Migration in China', 'Manchuria under Ming rule', 'China Railway Museum', 'Northeast Petroleum University', 'History of the Jews in China', 'Software industry in China', 'Niuheliang', 'Shanrendao', 'Hailin', 'Video gaming in China', 'Biotechnology industry in China', 'China Railway', 'Social welfare in China', 'China Airlines Flight 611', 'Guonei City', 'Islam in China', 'Liaoning Coastal Economic Belt', 'China National Highways of Beijing']","['11953685', '57709', '6159906', '15345704', '5405', '16306095', '900588', '10681392', '36271759', '2138126', '939720', '1292317', '277570', '2701049', '14092935', '19284336', '928379', '481834', '268997', '1486011', '7268063', '20776526', '4442780', '2400002', '47595', '47498512', '13676354', '6585007', '247756', '923364', '135336', '536762', '6705752', '602639', '305109', '19261250', '9891189', '17242583', '1659833', '6481865', '923361', '36444237', '47816808', '20334400', '43124222', '891050', '13630888', '1738414', '10935907', '19911773', '396922', '898724', '4772763', '6399318', '10197361', '705408', '28594514', '2747072', '47211116', '13678264', '10673858']"
1425,1425,Heilongjiang,"['Heilongjiang', 'Heilongjiang University', 'Qitaihe', 'Suihua', 'Heilongjiang University of Science and Technology', 'Fujin City', 'Mudanjiang', 'Zhaodong', 'Hegang', 'Jiamusi', 'Sui Fengfu', 'Yabuli Ski Resort', 'Sanjiazi', 'Hailin', 'Zhang Zuoji', 'Harbin', 'Kou Tie', 'Nenjiang County', 'Zhang Boli', 'Hongqi']","['23798722', '10197361', '143373', '1834138', '173816', '34226230', '40961597', '4903928', '657013', '48555149', '2014301', '22098206', '2129837', '27527780', '44549639', '2127526', '6025609', '4471893', '18163040', '8925063']"
